premise	hypothesis	label
It is not artificial.	It is not natural.	1
It is not artificial.	It is artificial.	1
It is not artificial.	It is natural.	0
It is not supernatural.	It is not natural.	1
It is not supernatural.	It is supernatural.	1
It is not supernatural.	It is natural.	0
It is not sharp.	It is not natural.	1
It is not sharp.	It is sharp.	1
It is not sharp.	It is natural.	0
That's not unfair, you're hiding.	That's not fair, you're hiding.	1
That's not unfair, you're hiding.	That's unfair, you're hiding.	1
That's not unfair, you're hiding.	That's fair, you're hiding.	0
That's not foul, you're hiding.	That's not fair, you're hiding.	1
That's not foul, you're hiding.	That's foul, you're hiding.	1
That's not foul, you're hiding.	That's fair, you're hiding.	0
You're not unafraid of him?	You're not afraid of him?	1
You're not unafraid of him?	You're unafraid of him?	1
You're not unafraid of him?	You're afraid of him?	0
But it is not impossible.	But it is not possible.	1
But it is not impossible.	But it is impossible.	1
But it is not impossible.	But it is possible.	0
But it is not actual.	But it is not possible.	1
But it is not actual.	But it is actual.	1
But it is not actual.	But it is possible.	0
I'm not imperfect.	I'm not perfect.	1
I'm not imperfect.	I'm imperfect.	1
I'm not imperfect.	I'm perfect.	0
It's not near.	It's not much further.	1
It's not near.	It's near.	1
It's not near.	It's much further.	0
It's not...going to be difficult.	It's not...going to be easy.	1
It's not...going to be difficult.	It's...going to be difficult.	1
It's not...going to be difficult.	It's...going to be easy.	0
It's not...going to be uneasy.	It's not...going to be easy.	1
It's not...going to be uneasy.	It's...going to be uneasy.	1
It's not...going to be uneasy.	It's...going to be easy.	0
It's not usual.	It's not unusual.	1
It's not usual.	It's usual.	1
It's not usual.	It's unusual.	0
It's not familiar.	It's not unusual.	1
It's not familiar.	It's familiar.	1
It's not familiar.	It's unusual.	0
You know that's not false.	You know that's not true.	1
You know that's not false.	You know that's false.	1
You know that's not false.	You know that's true.	0
You know that's not untruthful.	You know that's not true.	1
You know that's not untruthful.	You know that's untruthful.	1
You know that's not untruthful.	You know that's true.	0
It's not abnormal behaviour.	It's not normal behaviour.	1
It's not abnormal behaviour.	It's abnormal behaviour.	1
It's not abnormal behaviour.	It's normal behaviour.	0
It's not paranormal behaviour.	It's not normal behaviour.	1
It's not paranormal behaviour.	It's paranormal behaviour.	1
It's not paranormal behaviour.	It's normal behaviour.	0
That's not evil, is it?	That's not good, is it?	1
That's not evil, is it?	That's evil, isn't it?	1
That's not evil, is it?	That's good, isn't it?	0
It is not legal.	It is not illegal.	1
It is not legal.	It is legal.	1
It is not legal.	It is illegal.	0
It's not unhealthy for you.	It's not healthy for you.	1
It's not unhealthy for you.	It's unhealthy for you.	1
It's not unhealthy for you.	It's healthy for you.	0
Ooh, that's not bad.	Ooh, that's not good.	1
Ooh, that's not bad.	Ooh, that's bad.	1
Ooh, that's not bad.	Ooh, that's good.	0
Ooh, that's not evil.	Ooh, that's not good.	1
Ooh, that's not evil.	Ooh, that's evil.	1
Ooh, that's not evil.	Ooh, that's good.	0
This was not a bad idea.	This was not a good idea.	1
This was not a bad idea.	This was a bad idea.	1
This was not a bad idea.	This was a good idea.	0
This was not an evil idea.	This was not a good idea.	1
This was not an evil idea.	This was an evil idea.	1
This was not an evil idea.	This was a good idea.	0
That's not disrespectful.	That's not respectful.	1
That's not disrespectful.	That's disrespectful.	1
That's not disrespectful.	That's respectful.	0
You're not insane.	You're not sane.	1
You're not insane.	You're insane.	1
You're not insane.	You're sane.	0
Life's not unfair.	Life's not fair.	1
Life's not unfair.	Life's unfair.	1
Life's not unfair.	Life's fair.	0
Why he said you're not unavailable?	Why he said you're not available?	1
Why he said you're not unavailable?	Why he said you're unavailable?	1
Why he said you're not unavailable?	Why he said you're available?	0
She's not unready.	She's not ready.	1
She's not unready.	She's unready.	1
She's not unready.	She's ready.	0
You're not being unfair.	You're not being fair.	1
You're not being unfair.	You're being unfair.	1
You're not being unfair.	You're being fair.	0
Oh, he's not nonfictional.	Oh, he's not fictional.	1
Oh, he's not nonfictional.	Oh, he's nonfictional.	1
Oh, he's not nonfictional.	Oh, he's fictional.	0
Why would he say it if it's not false?	Why would he say it if it's not true?	1
Why would he say it if it's not false?	Why would he say it if it's false?	1
Why would he say it if it's not false?	Why would he say it if it's true?	0
Why would he say it if it's not untruthful?	Why would he say it if it's not true?	1
Why would he say it if it's not untruthful?	Why would he say it if it's untruthful?	1
Why would he say it if it's not untruthful?	Why would he say it if it's true?	0
I'm not bad at heights.	I'm not good at heights.	1
I'm not bad at heights.	I'm bad at heights.	1
I'm not bad at heights.	I'm good at heights.	0
I'm not evil at heights.	I'm not good at heights.	1
I'm not evil at heights.	I'm evil at heights.	1
I'm not evil at heights.	I'm good at heights.	0
It's not abnormal.	It's not normal.	1
It's not abnormal.	It's abnormal.	1
It's not abnormal.	It's normal.	0
It's not paranormal.	It's not normal.	1
It's not paranormal.	It's paranormal.	1
It's not paranormal.	It's normal.	0
She's not innocent.	She's not guilty.	1
She's not innocent.	She's innocent.	1
She's not innocent.	She's guilty.	0
Oh, that's not incorrect.	Oh, that's not right.	1
Oh, that's not incorrect.	Oh, that's incorrect.	1
Oh, that's not incorrect.	Oh, that's right.	0
Oh, that's not wrong.	Oh, that's not right.	1
Oh, that's not wrong.	Oh, that's wrong.	1
Oh, that's not wrong.	Oh, that's right.	0
Oh, that's not impossible.	Oh, that's not possible.	1
Oh, that's not impossible.	Oh, that's impossible.	1
Oh, that's not impossible.	Oh, that's possible.	0
Oh, that's not actual.	Oh, that's not possible.	1
Oh, that's not actual.	Oh, that's actual.	1
Oh, that's not actual.	Oh, that's possible.	0
That will not be unnecessary.	That will not be necessary.	1
That will not be unnecessary.	That will be unnecessary.	1
That will not be unnecessary.	That will be necessary.	0
If my information is not incorrect.	If my information is not correct.	1
If my information is not incorrect.	If my information is incorrect.	1
If my information is not incorrect.	If my information is correct.	0
If my information is not wrong.	If my information is not correct.	1
If my information is not wrong.	If my information is wrong.	1
If my information is not wrong.	If my information is correct.	0
The boy told you, we're not shut.	The boy told you, we're not open.	1
The boy told you, we're not shut.	The boy told you, we're shut.	1
The boy told you, we're not shut.	The boy told you, we're open.	0
The boy told you, we're not closed.	The boy told you, we're not open.	1
The boy told you, we're not closed.	The boy told you, we're closed.	1
The boy told you, we're not closed.	The boy told you, we're open.	0
The boy told you, we're not unreceptive.	The boy told you, we're not open.	1
The boy told you, we're not unreceptive.	The boy told you, we're unreceptive.	1
The boy told you, we're not unreceptive.	The boy told you, we're open.	0
That's not impolite.	That's not polite.	1
That's not impolite.	That's impolite.	1
That's not impolite.	That's polite.	0
That's not uncivil.	That's not polite.	1
That's not uncivil.	That's uncivil.	1
That's not uncivil.	That's polite.	0
That's not inaccurate.	That's not accurate.	1
That's not inaccurate.	That's inaccurate.	1
That's not inaccurate.	That's accurate.	0
He's not that good.	He's not that bad.	1
He's not that good.	He's that good.	1
He's not that good.	He's that bad.	0
No, honey, you're not alive.	No, honey, you're not dead.	1
No, honey, you're not alive.	No, honey, you're alive.	1
No, honey, you're not alive.	No, honey, you're dead.	0
Oh, that is not bad.	Oh, that is not good.	1
Oh, that is not bad.	Oh, that is bad.	1
Oh, that is not bad.	Oh, that is good.	0
Oh, that is not evil.	Oh, that is not good.	1
Oh, that is not evil.	Oh, that is evil.	1
Oh, that is not evil.	Oh, that is good.	0
That's not a bad sign.	That's not a good sign.	1
That's not a bad sign.	That's a bad sign.	1
That's not a bad sign.	That's a good sign.	0
That's not an evil sign.	That's not a good sign.	1
That's not an evil sign.	That's an evil sign.	1
That's not an evil sign.	That's a good sign.	0
Yeah, it's not the other thing.	Yeah, it's not the same thing.	1
Yeah, it's not the other thing.	Yeah, it's the other thing.	1
Yeah, it's not the other thing.	Yeah, it's the same thing.	0
Yeah, it's not a different thing.	Yeah, it's not the same thing.	1
Yeah, it's not a different thing.	Yeah, it's a different thing.	1
Yeah, it's not a different thing.	Yeah, it's the same thing.	0
Yeah, it's not an unlike thing.	Yeah, it's not the same thing.	1
Yeah, it's not an unlike thing.	Yeah, it's an unlike thing.	1
Yeah, it's not an unlike thing.	Yeah, it's the same thing.	0
Door is not shut.	Door is not open.	1
Door is not shut.	Door is shut.	1
Door is not shut.	Door is open.	0
Door is not closed.	Door is not open.	1
Door is not closed.	Door is closed.	1
Door is not closed.	Door is open.	0
Door is not covert.	Door is not open.	1
Door is not covert.	Door is covert.	1
Door is not covert.	Door is open.	0
She's not alive.	She's not dead.	1
She's not alive.	She's alive.	1
She's not alive.	She's dead.	0
She's not well, is she?	She's not ill, is she?	1
She's not well, is she?	She's well, isn't she?	1
She's not well, is she?	She's ill, isn't she?	0
It's not old.	It's not new.	1
It's not old.	It's old.	1
It's not old.	It's new.	0
It's not worn.	It's not new.	1
It's not worn.	It's worn.	1
It's not worn.	It's new.	0
How can you say it's not that good?	How can you say it's not that bad?	1
How can you say it's not that good?	How can you say it's that good?	1
How can you say it's not that good?	How can you say it's that bad?	0
It does not look bad.	It does not look good.	1
It does not look bad.	It does look bad.	1
It does not look bad.	It does look good.	0
It does not look evil.	It does not look good.	1
It does not look evil.	It does look evil.	1
It does not look evil.	It does look good.	0
I know it's not unreal.	I know it's not real.	1
I know it's not unreal.	I know it's unreal.	1
I know it's not unreal.	I know it's real.	0
I know it's not nominal.	I know it's not real.	1
I know it's not nominal.	I know it's nominal.	1
I know it's not nominal.	I know it's real.	0
I know it's not insubstantial.	I know it's not real.	1
I know it's not insubstantial.	I know it's insubstantial.	1
I know it's not insubstantial.	I know it's real.	0
That is not unhealthy.	That is not healthy.	1
That is not unhealthy.	That is unhealthy.	1
That is not unhealthy.	That is healthy.	0
It's not illogical.	It's not logical.	1
It's not illogical.	It's illogical.	1
It's not illogical.	It's logical.	0
It's not incoherent.	It's not logical.	1
It's not incoherent.	It's incoherent.	1
It's not incoherent.	It's logical.	0
This is not bad.	This is not good.	1
This is not bad.	This is bad.	1
This is not bad.	This is good.	0
This is not evil.	This is not good.	1
This is not evil.	This is evil.	1
This is not evil.	This is good.	0
Hey, that's not unfair.	Hey, that's not fair.	1
Hey, that's not unfair.	Hey, that's unfair.	1
Hey, that's not unfair.	Hey, that's fair.	0
Hey, that's not foul.	Hey, that's not fair.	1
Hey, that's not foul.	Hey, that's foul.	1
Hey, that's not foul.	Hey, that's fair.	0
Oh, my God, he's not breathless.	Oh, my God, he's not breathing.	1
Oh, my God, he's not breathless.	Oh, my God, he's breathless.	1
Oh, my God, he's not breathless.	Oh, my God, he's breathing.	0
It is not the other.	It is not the same.	1
It is not the other.	It is the other.	1
It is not the other.	It is the same.	0
It is not different.	It is not the same.	1
It is not different.	It is different.	1
It is not different.	It is the same.	0
It is not unlike.	It is not the same.	1
It is not unlike.	It is unlike.	1
It is not unlike.	It is the same.	0
My client is not incompetent to give consent.	My client is not competent to give consent.	1
My client is not incompetent to give consent.	My client is incompetent to give consent.	1
My client is not incompetent to give consent.	My client is competent to give consent.	0
It is not foolish.	It is not wise.	1
It is not foolish.	It is foolish.	1
It is not foolish.	It is wise.	0
She's not in a bad way.	She's not in a good way.	1
She's not in a bad way.	She's in a bad way.	1
She's not in a bad way.	She's in a good way.	0
She's not in an evil way.	She's not in a good way.	1
